
Pr,Deposit_ID                      ,Deposit_DT         ,Database_ID,Snapshot_ID,Snapshot_Begin_DT  ,Snapshot_End_DT    ,Snapshot_Sec,  vCPU_Num,  vCPU_Sec,vCPU_DB_FRGD_Sec,vCPU_DB_FRGD_Pct,vCPU_DB_FRGD_Num,vCPU_DB_BKGD_Sec,vCPU_DB_BKGD_Pct,vCPU_DB_BKGD_Num,vCPU_DB_Sec,vCPU_DB_Pct,vCPU_DB_Num,vCPU_OS_Sec,vCPU_OS_Pct,vCPU_OS_Num,Mem_SGA_Shared_Pool_GB,Mem_SGA_Large_Pool_GB,Mem_SGA_Java_Pool_GB,Mem_SGA_Buffer_Cache_GB,Mem_SGA_Log_Buffer_GB,Mem_SGA_GB,Mem_PGA_GB,    Mem_GB,MBPS_App_Reads,MBPS_Sys_Reads,MBPS_Tot_Reads,MBPS_App_Writes,MBPS_Sys_Writes,MBPS_Tot_Writes,MBPS_Tot_App,MBPS_Tot_Sys,  MBPS_Tot, MBPS_INTC,IOPS_App_Reads,IOPS_Sys_Reads,IOPS_Tot_Reads,IOPS_App_Writes,IOPS_Sys_Writes,IOPS_Tot_Writes,IOPS_Tot_App,IOPS_Tot_Sys,  IOPS_Tot,      MBPS                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1052,2022-10-13 01:00:17,2022-10-13 02:00:32,        3615,         2,      7230,       25.049103,      .003464606,      .006929212,       28.757722,      .003977555,       .00795511,  53.806825, .007442161, .014884322,      64.92, .008979253, .017958506,            1.16477168,           .062042236,              .03125,                7.96875,           .023208618,9.25002253,.277029991,9.52705252,    .003820885,    .036283281,    .040104167,     .013755619,     .021206669,     .034962288,  .017576504,  .057489951,.075066455,.075066455,    .402489627,     2.3626556,    2.76514523,     .933886584,     2.44868603,     3.38257261,  1.33637621,  4.81134163,6.14771784,.006281617                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1051,2022-10-13 00:00:02,2022-10-13 01:00:17,        3615,         2,      7230,       49.557677,       .00685445,      .013708901,       33.944766,      .004694988,      .009389977,  83.502443, .011549439, .023098878,      98.34,  .01360166,  .02720332,            1.16570824,           .062042236,              .03125,                7.96875,           .023208618, 9.2509591,.274168015,9.52512711,    .034997407,    .037646957,    .072644364,     .057721732,      .06019353,     .117915262,  .092719139,  .097840487,.190559626,.190559626,    1.98782849,    2.44149378,    4.42932227,     2.27136929,     3.38478562,     5.65615491,  4.25919779,  5.82627939,10.0854772,.040862991                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1050,2022-10-12 23:00:48,2022-10-13 00:00:02,        3554,         2,      7108,       57.941839,      .008151637,      .016303275,       28.454598,      .004003179,      .008006358,  86.396437, .012154817, .024309633,     100.21, .014098199, .028196398,            1.15519654,           .062042236,              .03125,                7.96875,           .023208618,9.24044739,.288896561,9.52934396,    3.19197999,    .040669404,    3.23264939,     .028425278,     .048507459,     .076932736,  3.22040527,  .089176863,3.30958213,3.30958213,    6.11536297,    2.42628025,    8.54164322,     1.37929094,     3.77349465,     5.15278559,  7.49465391,   6.1997749,13.6944288, .01997791                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1049,2022-10-12 22:26:37,2022-10-12 23:00:48,        2051,         2,      4102,        48.01294,      .011704764,      .023409527,       14.115402,      .003441102,      .006882205,  62.128342, .015145866, .030291732,      70.45, .017174549, .034349098,            1.13200558,           .062042236,              .03125,                7.96875,           .023208618,9.21725643,.279072762, 9.4963292,    .273037543,    .073790224,    .346827767,     1.40310748,     .088818145,     1.49192562,  1.67614502,  .162608369,1.83875339,1.83875339,    14.2671867,    2.51584593,    16.7830327,     91.1755241,     8.77328133,     99.9488055,  105.442711,  11.2891273,116.731838,.027485078                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1048,2022-10-12 22:00:15,2022-10-12 22:26:37,        1582,         2,      3164,      503.675328,      .159189421,      .318378842,         471.731,      .149093236,      .298186473, 975.406328, .308282657, .616565315,    1011.89, .319813527, .639627054,            1.13780739,           .062042236,              .03125,                7.96875,           .023208618,9.22305825, .30652523,9.52958348,    9.55734434,    30.8629408,    40.4202852,     48.5340254,     58.4731343,      107.00716,  58.0913697,  89.3360752,147.427445,147.427445,    241.874842,    120.544248,     362.41909,     5342.10809,      87.136536,     5429.24463,  5583.98293,  207.680784,5791.66372,28.0212347                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1047,2022-10-12 21:26:12,2022-10-12 22:00:15,        2043,         2,      4086,      668.116324,       .16351354,       .32702708,      539.565296,      .132052202,      .264104403, 1207.68162, .295565742, .591131483,    1242.07, .303981889, .607963779,            1.14919204,           .062042236,              .03125,                7.96875,           .023208618,9.23444289,.455978394,9.69042128,    7.23413791,    31.9686272,    39.2027651,     48.6569001,     61.3165783,     109.973478,   55.891038,  93.2852055,149.176243,149.176243,    651.595693,    116.790015,    768.385707,     5375.02594,     91.0225159,     5466.04846,  6026.62163,  207.812531,6234.43417, 29.776665                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1046,2022-10-12 21:25:07,2022-10-12 21:26:12,          65,         2,       130,        2.421728,      .018628677,      .037257354,       26.684255,        .2052635,         .410527,  29.105983, .223892177, .447784354,      34.98, .269076923, .538153846,            1.15758687,           .062042236,              .03125,                7.96875,           .023208618,9.24283772,.325511932,9.56834965,    4.95865385,    1.90108924,    6.85974309,     .061177885,     .783495536,     .844673421,  5.01983173,  2.68458478,7.70441651,7.70441651,    119.815385,    54.8923077,    174.707692,     3.44615385,     22.7230769,     26.1692308,  123.261538,  77.6153846,200.876923,.037553347                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1045,2022-10-12 20:03:28,2022-10-12 21:00:45,        3437,         2,      6874,       20.279059,       .00295011,      .005900221,       14.998426,      .002181907,      .004363813,  35.277485, .005132017, .010264034,      43.62,  .00634565, .012691301,            1.14866693,           .062042236,              .03125,                7.96875,           .023208618,9.23391779, .24728775,9.48120554,    .052694028,    .041994745,    .094688773,     .776426571,     .019997369,      .79642394,  .829120599,  .061992114,.891112713,.891112713,    2.43264475,    2.41373291,    4.84637765,     37.2080303,      2.3395403,     39.5475706,   39.640675,   4.7532732,44.3939482,.003464336                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1044,2022-10-12 20:00:25,2022-10-12 20:03:28,         183,         2,       366,       30.056121,      .082120549,      .164241098,       43.540065,      .118961926,      .237923852,  73.596186, .201082475, .402164951,      63.33, .173032787, .346065574,            1.15786583,           .062042236,              .03125,                7.96875,           .023208618,9.24311668,.254714966,9.49783165,    .252817623,    9.77127626,    10.0240939,     16.4805328,     16.1089988,     32.5895316,  16.7333504,   25.880275,42.6136254,42.6136254,    12.6994536,    107.338798,    120.038251,     1776.32787,     56.8688525,     1833.19672,  1789.02732,   164.20765,1953.23497,7.39307331                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1043,2022-10-12 19:02:42,2022-10-12 20:00:25,        3463,         2,      6926,      672.551633,      .097105347,      .194210694,      678.577213,      .097975341,      .195950682, 1351.12885, .195080688, .390161376,    1371.61, .198037828, .396075657,            1.15667628,           .062042236,              .03125,                7.96875,           .023208618,9.24192714,.361811638,9.60373878,    6.63033542,     13.948101,    20.5784365,     23.7033664,     24.2190623,     47.9224287,  30.3337018,  38.1671634,68.5008652,68.5008652,    679.362403,    130.403407,     809.76581,     2230.54548,     41.6147849,     2272.16027,  2909.90788,  172.018192,3081.92608, 11.715618                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1042,2022-10-12 19:01:16,2022-10-12 19:02:42,          86,         2,       172,         2.32756,      .013532326,      .027064651,       26.740593,      .155468564,      .310937128,  29.068153,  .16900089, .338001779,      35.01, .203546512, .407093023,            1.16013443,           .062042236,              .03125,                7.96875,           .023208618,9.24538529,.294924736,9.54031003,    3.75554142,    1.51929846,    5.27483989,     .054960029,     .692961515,     .747921544,  3.81050145,  2.21225998,6.02276143,6.02276143,    91.6395349,    44.8604651,         136.5,     3.08139535,     18.4069767,     21.4883721,  94.7209302,  63.2674419,157.988372,.034572468                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1041,2022-10-12 17:51:12,2022-10-12 18:51:20,        3608,         2,      7216,      432.598063,      .059949842,      .119899685,      463.255404,      .064198365,      .128396731, 895.853467, .124148208, .248296415,     903.35, .125187084, .250374169,            .264686704,           .062042236,              .03125,                  9.375,           .023208618,9.75618756,.259735107,10.0159227,    1.76977593,    12.2507867,    14.0205626,     21.1510034,     20.7444163,     41.8954197,  22.9207793,   32.995203,55.9159823,55.9159823,    224.111142,    130.418237,    354.529379,     2467.77439,     30.6468958,     2498.42129,  2691.88553,  161.065133,2852.95067,10.0321223                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1040,2022-10-12 17:38:48,2022-10-12 17:51:12,         744,         2,      1488,       96.256776,      .064688694,      .129377387,       46.915156,      .031529003,      .063058005, 143.171932, .096217696, .192435392,     163.79, .110073925, .220147849,            .263190776,           .062042236,              .03125,                  9.375,           .023208618,9.75469163,.318766594,10.0734582,    36.5365528,    16.4884965,    53.0250494,     26.5367734,     32.6457775,     59.1825509,  63.0733262,  49.1342741,  112.2076,  112.2076,    144.138441,    25.8198925,    169.958333,     469.342742,     50.3521505,     519.694892,  613.481183,   76.172043,689.653226, 15.754368                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1039,2022-10-12 16:38:42,2022-10-12 17:38:48,        3606,         2,      7212,      429.275043,       .05952233,       .11904466,       474.89663,      .065848118,      .131696237, 904.171673, .125370448, .250740897,     907.33, .125808375,  .25161675,            .268986285,           .062042236,              .03125,                  9.375,           .023208618,9.76048714,.246037483,10.0065246,    2.76483855,    12.5240126,    15.2888511,       21.78968,     21.3026692,     43.0923492,  24.5545185,  33.8266818,58.3812003,58.3812003,     167.05269,    130.108985,    297.161675,      2540.0599,           28.5,      2568.5599,  2707.11259,  158.608985,2865.72158,10.2998806                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1038,2022-10-12 16:37:40,2022-10-12 16:38:42,          62,         2,       124,         .036569,      .000294911,      .000589823,       27.004653,       .21777946,      .435558919,  27.041222, .218074371, .436148742,      37.36, .301290323, .602580645,            .263915777,           .062042236,              .03125,                  9.375,           .023208618,9.75541663,.382618904,10.1380355,    5.15183972,    1.39066438,     6.5425041,     .028477823,     .329108853,     .357586676,  5.18031754,  1.71977323,6.90009077,6.90009077,    119.483871,     59.983871,    179.467742,     1.41935484,     25.3064516,     26.7258065,  120.903226,  85.2903226,206.193548, .03241742                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1037,2022-10-12 16:18:28,2022-10-12 16:19:20,          52,         2,       104,        2.709801,      .026055779,      .052111558,       28.236861,      .271508279,      .543016558,  30.946662, .297564058, .595128115,      38.76, .372692308, .745384615,            1.50169258,           .062042236,              .03125,               11.59375,           .023204803,13.2119396,.297725677,13.5096653,    6.33819111,    2.10152494,    8.43971605,     .208533654,     .468786863,     .677320517,  6.54672476,   2.5703118,9.11703656,9.11703656,    167.961538,    69.1538462,    237.115385,     13.4807692,     32.8653846,     46.3461538,  181.442308,  102.019231,283.461538,.051808871                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1036,2022-10-12 15:11:51,2022-10-12 15:16:01,         250,         2,       500,       56.130315,       .11226063,       .22452126,       28.594979,      .057189958,      .114379916,  84.725294, .169450588, .338901176,     112.97,     .22594,     .45188,            .291588135,           .062042236,              .03125,               13.34375,           .023204803,13.7518352,.300098419,14.0519336,        95.397,    40.9268047,    136.323805,     51.6793125,     80.8549473,      132.53426,  147.076313,  121.781752,268.858064,268.858064,       344.836,        61.196,       406.032,        125.072,        105.432,        230.504,     469.908,     166.628,   636.536,39.0490844                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1035,2022-10-12 15:01:38,2022-10-12 15:11:51,         613,         2,      1226,       98.868181,      .080642888,      .161285777,        53.40027,      .043556501,      .087113002, 152.268451, .124199389, .248398778,     179.14, .146117455,  .29223491,            .269268155,                .0625,              .03125,                 13.375,           .023204803, 13.761223,.292466164,14.0536891,    22.9914738,    12.2570215,    35.2484953,     16.9615492,     66.0104984,     82.9720476,   39.953023,  78.2675199,118.220543,118.220543,    110.161501,     17.675367,    127.836868,     68.0766721,     84.4502447,     152.526917,  178.238173,  102.125612,280.363785,11.6612362                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1034,2022-10-12 14:00:19,2022-10-12 14:29:23,        1744,         2,      3488,      939.386112,      .269319413,      .538638826,      418.949617,      .120111702,      .240223404, 1358.33573, .389431115,  .77886223,    1301.31, .373081995, .746163991,            .279789835,               .03125,             .015625,                1.46875,           .007591248,1.80300608,.236616135,2.03962222,    87.4372043,    21.5438846,    108.981089,     51.8702605,     42.6559034,     94.5261639,  139.307465,  64.1997879,203.507253,203.507253,    11194.1422,    26.8050459,    11220.9472,     4443.11067,     176.099771,     4619.21044,  15637.2529,  202.904817,15840.1577,20.5652321                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1033,2022-10-12 13:29:19,2022-10-12 14:00:19,        1860,         2,      3720,      955.350368,      .256814615,       .51362923,      445.740436,      .119822698,      .239645396,  1401.0908, .376637313, .753274626,    1345.52, .361698925, .723397849,            .281348594,               .03125,             .015625,                1.46875,           .007591248,1.80456484,.383863449,2.18842829,    75.1265919,    24.3730897,    99.4996816,     54.2039483,     50.1273829,     104.331331,   129.33054,  74.5004725,203.831013,203.831013,    9558.06022,    30.2677419,    9588.32796,     4398.63602,     181.789785,     4580.42581,  13956.6962,  212.057527,14168.7538,23.4268253                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1032,2022-10-12 13:27:02,2022-10-12 13:29:19,         137,         2,       274,        1.780893,      .006499609,      .012999219,       21.956502,      .080133219,      .160266438,  23.737395, .086632828, .173265657,      29.93, .109233577, .218467153,            .278754503,               .03125,             .015625,               1.453125,           .007591248,1.78634575,.293954849, 2.0803006,    2.33200274,    1.29573449,    3.62773723,     .013914234,     .759245002,     .773159236,  2.34591697,  2.05497949,4.40089646,4.40089646,    54.2846715,    30.4379562,    84.7226277,     .737226277,     12.0729927,      12.810219,  55.0218978,  42.5109489,97.5328467,.014717269                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1031,2022-10-12 11:00:50,2022-10-12 12:00:05,        3555,         2,      7110,         .058994,      8.2973E-06,      .000016595,       26.421493,      .003716103,      .007432206,  26.480487,   .0037244, .007448801,      40.23, .005658228, .011316456,            .266222052,               .03125,             .015625,                 1.4375,           .007591248, 1.7581883, .23421669,1.99240499,             0,    .034695851,    .034695851,     .002828323,     .013989704,     .016818027,  .002828323,  .048685555,.051513878,.051513878,             0,    2.22194093,    2.22194093,     .214627286,     1.85400844,     2.06863572,  .214627286,  4.07594937,4.29057665,.001077087                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1030,2022-10-12 10:00:35,2022-10-12 11:00:50,        3615,         2,      7230,          .03934,      5.4412E-06,      .000010882,       25.836966,      .003573578,      .007147155,  25.876306, .003579019, .007158038,      41.01, .005672199, .011344398,            .265805013,               .03125,             .015625,                 1.4375,           .007591248,1.75777126,.234460831,1.99223209,    .000015128,    .034651625,    .034666753,     .003006138,     .013953093,      .01695923,  .003021266,  .048604718,.051625983,.051625983,    .001936376,    2.21908714,    2.22102351,     .218533887,     1.85698479,     2.07551867,  .220470263,  4.07607192,4.29654219,.001059025                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1029,2022-10-12 09:00:20,2022-10-12 10:00:35,        3615,         2,      7230,         .058747,      8.1254E-06,      .000016251,         24.6722,      .003412476,      .006824952,  24.730947, .003420601, .006841202,      40.65, .005622407, .011244813,            .265722282,               .03125,             .015625,                 1.4375,           .007591248,1.75768853,.233477592,1.99116612,    .000010806,    .034772649,    .034783454,     .002850536,     .013979161,     .016829697,  .002861342,   .04875181,.051613152,.051613152,    .001383126,    2.22683264,    2.22821577,     .213831259,     1.85200553,     2.06583679,  .215214385,  4.07883817,4.29405256,.001079015                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1028,2022-10-12 08:00:05,2022-10-12 09:00:20,        3615,         2,      7230,         .039727,      5.4947E-06,      .000010989,       26.886742,      .003718775,       .00743755,  26.926469,  .00372427, .007448539,      40.49, .005600277, .011200553,            .265806019,               .03125,             .015625,                 1.4375,           .007591248,1.75777227, .23421669,1.99198896,    4.3223E-06,    .034638658,    .034642981,     .002729512,     .013941071,     .016670584,  .002733835,   .04857973,.051313564,.051313564,     .00055325,    2.21825726,    2.21881051,      .20857538,     1.85560166,     2.06417704,  .209128631,  4.07385892,4.28298755, .00104883                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1027,2022-10-12 07:00:50,2022-10-12 08:00:05,        3555,         2,      7110,         .063516,      8.9333E-06,      .000017867,       25.636068,      .003605635,      .007211271,  25.699584, .003614569, .007229138,      40.35, .005675105, .011350211,            .265692189,               .03125,             .015625,                 1.4375,           .007591248,1.75765844,.233423233,1.99108167,    .000013186,    .034744198,    .034757384,     .003030503,     .013979128,     .017009631,  .003043688,  .048723327,.051767015,.051767015,    .000562588,    2.22503516,    2.22559775,     .216596343,     1.85794655,      2.0745429,  .217158931,  4.08298172,4.30014065,.001095599                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1026,2022-10-12 06:00:35,2022-10-12 07:00:50,        3615,         2,      7230,         .041814,      5.7834E-06,      .000011567,       26.018749,       .00359872,      .007197441,  26.060563, .003604504, .007209008,      40.64, .005621024, .011242047,            .265520662,               .03125,             .015625,                 1.4375,           .007591248,1.75748691,.237017632,1.99450454,    .000010806,    .034742393,    .034753198,     .002891598,     .013968761,     .016860358,  .002902403,  .048711154,.051613557,.051613557,    .001383126,    2.22489627,    2.22627939,     .219640387,     1.85089903,     2.07053942,  .221023513,   4.0757953,4.29681881,.001056428                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1025,2022-10-12 05:00:19,2022-10-12 06:00:35,        3616,         2,      7232,         .174114,      .000024075,      .000048151,       26.196109,       .00362225,      .007244499,  26.370223, .003646325,  .00729265,         41, .005669248, .011338496,            .265557364,               .03125,             .015625,                 1.4375,           .007591248,1.75752361,.233972549,1.99149616,    4.3211E-06,    .034624758,    .034629079,     .003098209,     .013987853,     .017086063,   .00310253,  .048612611,.051715142,.051715142,    .000553097,    2.21736726,    2.21792035,      .23949115,     1.86117257,     2.10066372,  .240044248,  4.07853982,4.31858407,.001091729                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1024,2022-10-12 04:00:04,2022-10-12 05:00:19,        3615,         2,      7230,         .044647,      6.1752E-06,       .00001235,       26.597018,      .003678702,      .007357405,  26.641665, .003684878, .007369755,      42.27, .005846473, .011692946,            .265546359,               .03125,             .015625,                 1.4375,           .007591248,1.75751261,.237939835,1.99545244,    .000010806,    .034859094,      .0348699,     .002742479,     .017099704,     .019842183,  .002753285,  .051958798,.054712083,.054712083,    .001383126,    2.23264177,     2.2340249,     .213554633,     1.93720609,     2.15076072,  .214937759,  4.16984786,4.38478562,.001381263                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1023,2022-10-12 03:00:49,2022-10-12 04:00:04,        3555,         2,      7110,         .059244,      8.3325E-06,      .000016665,       26.524063,      .003730529,      .007461059,  26.583307, .003738862, .007477723,      40.75, .005731364, .011462729,            .265575945,               .03125,             .015625,                 1.4375,           .007591248,1.75754219, .23584938,1.99339157,    8.7904E-06,     .03468706,    .034695851,     .003254659,     .014088871,      .01734353,  .003263449,  .048775932,.052039381,.052039381,    .001125176,    2.22137834,    2.22250352,     .252039381,     1.86413502,      2.1161744,  .253164557,  4.08551336,4.33867792,  .0011696                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1022,2022-10-12 02:00:34,2022-10-12 03:00:49,        3615,         2,      7230,         .508422,      .000070321,      .000140642,       27.675892,      .003827924,      .007655848,  28.184314, .003898245, .007796491,      42.45, .005871369, .011742739,            .265559614,               .03125,             .015625,                 1.4375,           .007591248,1.75752586,.235116959,1.99264282,    .001063278,    .034729426,    .035792704,      .00320064,     .014117474,     .017318114,  .004263918,    .0488469,.053110818,.053110818,    .129460581,    2.22406639,    2.35352697,     .236791148,     1.87773167,     2.11452282,  .366251729,  4.10179806,4.46804979,.001209471                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1021,2022-10-12 01:00:19,2022-10-12 02:00:34,        3615,         2,      7230,       23.590143,      .003262814,      .006525627,       29.170852,      .004034696,      .008069392,  52.760995,  .00729751, .014595019,      71.79, .009929461, .019858921,            .266082481,               .03125,             .015625,                 1.4375,           .007591248,1.75804873,.235788345,1.99383707,    .004056449,    .158721257,    .162777706,     .014038728,      .14242536,     .156464087,  .018095176,  .301146617,.319241793,.319241793,    .343568465,    2.43181189,    2.77538036,     .855878285,     2.49903181,      3.3549101,  1.19944675,  4.93084371,6.13029046, .00581103                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1020,2022-10-12 00:00:01,2022-10-12 01:00:19,        3618,         2,      7236,       43.196145,      .005969617,      .011939233,       30.796243,      .004255976,      .008511952,  73.992388, .010225593, .020451185,      93.68, .012946379, .025892758,            .267448351,               .03125,             .015625,                 1.4375,           .007591248, 1.7594146,.237307549,1.99672215,    .027263854,     .03630475,    .063568604,     .043119904,     .049970282,     .093090186,  .070383758,  .086275032, .15665879, .15665879,    1.75041459,    2.32642344,    4.07683803,     1.88004422,     2.94306247,     4.82310669,  3.63045882,   5.2694859,8.89994472,.034082431                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1019,2022-10-11 23:00:46,2022-10-12 00:00:01,        3555,         2,      7110,        68.30292,      .009606599,      .019213198,       28.073115,      .003948399,      .007896797,  96.376035, .013554998, .027109996,     116.25, .016350211, .032700422,            .280210115,               .03125,             .015625,               1.453125,           .007591248,1.78780136,.239003181,2.02680454,    .054243583,    .036335267,     .09057885,     .036770394,     .040543276,      .07731367,  .091013977,  .076878544, .16789252, .16789252,    2.39099859,    2.32686357,    4.71786217,     1.74571027,     2.68129395,     4.42700422,  4.13670886,  5.00815752,9.14486639,  .0255198                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1018,2022-10-11 22:00:30,2022-10-11 23:00:46,        3616,         2,      7232,      141.466992,      .019561254,      .039122509,       30.489583,      .004215927,      .008431854, 171.956575, .023777181, .047554363,     193.25, .026721515, .053443031,            .278598815,               .03125,             .015625,               1.453125,           .007591248,1.78619006,.232751846,2.01894191,    2.24199089,    .039427361,    2.28141825,     .032412369,      .03767368,     .070086049,  2.27440326,  .077101041, 2.3515043, 2.3515043,     8.4795354,    2.50884956,     10.988385,     1.27295354,     2.70049779,     3.97345133,  9.75248894,  5.20934735,14.9618363,.023336867                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1017,2022-10-11 21:00:15,2022-10-11 22:00:30,        3615,         2,      7230,       45.524098,      .006296556,      .012593111,       26.438576,      .003656788,      .007313576,  71.962674, .009953344, .019906687,      89.22, .012340249, .024680498,             .26908128,               .03125,             .015625,                1.46875,           .007591248,1.79229753,.360459328,2.15275685,    1.39784535,    .039004149,     1.4368495,      .00485823,     .016564418,     .021422648,  1.40270358,  .055568567,1.45827215,1.45827215,    17.1114799,    2.51562932,    19.6271093,     .256984786,     2.11396957,     2.37095436,  17.3684647,  4.62959889,21.9980636,.003495407                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1016,2022-10-11 20:01:00,2022-10-11 21:00:15,        3555,         2,      7110,         .041207,      5.7956E-06,      .000011591,       26.507217,       .00372816,       .00745632,  26.548424, .003733956, .007467911,      39.73, .005587904, .011175809,            .270781249,               .03125,             .015625,                1.46875,           .007591248, 1.7939975,.237330437,2.03132793,    .002006417,     .03466948,    .036675897,     .002896449,     .014033656,     .016930105,  .004902866,  .048703136,.053606002,.053606002,    .256821378,    2.22025316,    2.47707454,     .228973277,     1.86216596,     2.09113924,  .485794655,  4.08241913,4.56821378,.001129786                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1015,2022-10-11 19:00:45,2022-10-11 20:01:00,        3615,         2,      7230,         .973227,       .00013461,      .000269219,       25.887581,      .003580578,      .007161157,  26.860808, .003715188, .007430376,      42.57, .005887967, .011775934,            .270687416,               .03125,             .015625,                1.46875,           .007591248,1.79390366,.239841461,2.03374512,     .00878501,    .034764004,    .043549015,     .003414592,     .014335883,     .017750475,  .012199602,  .049099888, .06129949, .06129949,    .490456432,    2.22627939,    2.71673582,     .261410788,     1.87773167,     2.13914246,   .75186722,  4.10401107,4.85587828,.001405333                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1014,2022-10-11 18:05:50,2022-10-11 19:00:45,        3295,         2,      6590,       20.818595,      .003159119,      .006318238,       32.321354,      .004904606,      .009809212,  53.139949, .008063725,  .01612745,      67.77, .010283763, .020567527,            .268889114,               .03125,             .015625,                1.46875,           .007591248,1.79210536,.240268707,2.03237407,    .070594651,    .036224393,    .106819044,     .205533953,     .021389386,     .226923339,  .276128604,  .057613779,.333742383,.333742383,    3.28588771,    2.32594841,    5.61183612,     19.9432473,     2.60182094,     22.5450683,  23.2291351,  4.92776935,28.1569044,.002011797                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1013,2022-10-11 18:00:27,2022-10-11 18:05:50,         323,         2,       646,      251.992276,      .390080923,      .780161845,       79.684684,      .123350904,      .246701808,  331.67696, .513431827, 1.02686365,     318.33, .492770898, .985541796,            .279070325,               .03125,             .015625,                1.46875,           .007591248,1.80228657, .24428463, 2.0465712,    146.266036,    20.8749607,    167.140997,     62.7501935,     41.2113472,     103.961541,   209.01623,  62.0863079,271.102538,271.102538,    18719.4861,     26.498452,    18745.9845,     6254.48297,     170.430341,     6424.91331,   24973.969,  196.928793,25170.8978,19.7917015                                             
